t,satellite_count,mean_cn0_db_hz,median_cn0_db_hz,min_cn0_db_hz,mean_elevation_deg,median_elevation_deg,min_elevation_deg,weak_signal_count,very_weak_signal_count,low_elevation_count,very_low_elevation_count,position_error_m
1990.0,8,35.6625,36.1,29.7,39.619716895674685,43.04090623296771,9.65846536273062,0,0,1,1,69.8295857445199
1991.0,8,36.025000000000006,36.95,29.8,39.61950359874744,43.04103957435597,9.653026279064552,0,0,1,1,74.45391897141113
1992.0,8,35.5,36.150000000000006,29.6,39.61929261837933,43.04116708361978,9.647591775632405,0,0,1,1,68.3265530331647
1993.0,8,36.3875,36.8,30.0,39.61907556726092,43.04129670473313,9.642145156524592,0,0,1,1,73.14545772176315
1994.0,8,36.25,36.65,29.7,39.61886161203657,43.041425623043736,9.636711151781244,0,0,1,1,70.80608300261031
1995.0,8,36.6125,36.8,30.5,39.618645551862954,43.04155540700169,9.631272155637472,0,0,1,1,75.90378566371493
1996.0,8,36.6625,37.5,30.2,39.61843435538084,43.04168703668487,9.625844427357002,0,0,1,1,76.5814225955204
1997.0,8,36.075,36.650000000000006,29.7,39.618219235931804,43.04182805813053,9.620403485824667,0,0,1,1,74.97831950915662
1998.0,8,36.025000000000006,36.5,30.6,39.61800626271403,43.04197091345658,9.61496962740794,0,0,1,1,81.8238148405526
1999.0,8,35.5875,35.900000000000006,30.5,39.61779233568734,43.04211048640486,9.609539770376246,0,0,1,1,77.08639415390334
2000.0,8,35.25,35.45,30.1,39.617583810215564,43.04226869283149,9.60411135543788,0,0,1,1,80.11687593142321
2001.0,8,34.9875,34.45,28.9,39.61737461192507,43.0424302486837,9.598690677127966,0,0,1,1,78.48274630952321
2002.0,8,34.8,35.599999999999994,28.2,39.61716508182387,43.0426060648652,9.59325824775787,0,0,1,1,76.8394278332988
2003.0,8,33.625,34.25,23.6,39.6169576121675,43.04278599813182,9.587830572526094,0,0,1,1,92.07962508765264
2004.0,8,33.6,33.6,25.3,39.6167517010084,43.04296985113497,9.58240548500766,0,0,1,1,60.74982188583207
2005.0,8,33.45,35.45,19.0,39.61654586783398,43.04314639644675,9.576993010197349,1,0,1,1,121.12358988033576
2006.0,7,35.142857142857146,36.4,25.0,43.908455291844824,44.63360043403642,16.006541812581904,0,0,0,0,84.98485803894903
2007.0,7,35.800000000000004,35.0,30.3,43.90899347012742,44.64055150320828,16.012827573634553,0,0,0,0,76.27924006756568
2008.0,7,35.871428571428574,35.6,30.5,43.90954067342602,44.64748829992436,16.019094394097014,0,0,0,0,78.67579764967105
2009.0,8,36.425,38.05,26.8,39.61573961347645,43.043978731587856,9.555329913660705,0,0,1,1,84.783593189644
2010.0,8,36.5375,37.900000000000006,26.3,39.6155416023346,43.044205147837175,9.549929404620883,0,0,1,1,87.0602672319267
2011.0,8,36.4875,38.2,24.2,39.615342809512235,43.04443312951784,9.544518829905162,0,0,1,1,83.11370905788182
2012.0,8,36.1375,37.8,27.6,39.615146918243425,43.04466667188222,9.53912043946786,0,0,1,1,91.728702491625
2013.0,8,37.3625,38.05,28.0,39.61495172434934,43.044895740030164,9.53372017140712,0,0,1,1,88.08022779671596
2014.0,8,37.25,38.85,27.4,39.61475112990407,43.045130879506125,9.52830447472595,0,0,1,1,80.3257186961965
2015.0,7,37.91428571428571,39.1,31.3,43.91335795117576,44.696168587662925,16.06308181956311,0,0,0,0,84.07111736869506
2016.0,8,35.5125,36.2,26.6,39.61435228151488,43.04559259432996,9.517490232927576,0,0,1,1,86.01060714195788
2017.0,7,35.642857142857146,35.7,25.5,43.91444742818196,44.71009512265814,16.07566574065868,0,0,0,0,100.56221508606492
2018.0,7,36.471428571428575,37.8,28.1,43.91498919388597,44.71706557418316,16.081970623158785,0,0,0,0,100.98815117567936
2019.0,7,36.68571428571429,37.3,26.5,43.9155311934591,44.72403224264633,16.088266506862844,0,0,0,0,86.10618026140043
2020.0,7,37.385714285714286,36.6,30.5,43.91606784940659,44.73100858723632,16.094575167788904,0,0,0,0,88.29437731300655
2021.0,7,36.942857142857136,36.1,32.4,43.916600857601615,44.73798089942885,16.100880637158543,0,0,0,0,83.99639985310226
2022.0,7,36.971428571428575,37.2,31.7,43.91714426041523,44.744991820179216,16.10722396795737,0,0,0,0,87.13932890274968
2023.0,7,36.628571428571426,37.1,32.4,43.91767128219429,44.7519693439244,16.113541462210957,0,0,0,0,86.16326349285362
2024.0,7,36.728571428571435,36.9,32.5,43.91820386574927,44.75896665360536,16.119874248362084,0,0,0,0,86.33671608137891
2025.0,7,36.91428571428571,37.0,34.1,43.91873131981203,44.76595590259169,16.1262051158315,0,0,0,0,79.06701797685702
2026.0,7,36.9,37.4,31.3,43.919256680480885,44.77294021319414,16.132533442734786,0,0,0,0,77.19843785097164
2027.0,7,36.01428571428572,37.8,23.5,43.91977660635572,44.77992727845306,16.138868561583465,0,0,0,0,87.94381265138551
2028.0,7,36.65714285714285,37.9,30.7,43.92029680327424,44.78691946491956,16.145208170021835,0,0,0,0,85.88747481315849
2029.0,8,35.7,37.1,27.4,39.611539194185056,43.04826727188826,9.446607241143482,0,0,1,1,81.07428753546971
2030.0,8,35.0875,37.25,27.8,39.61129990077664,43.04842228259021,9.441119068621,0,0,1,1,79.2530231755617
2031.0,8,35.8625,38.0,28.4,39.61106239968409,43.0485683706147,9.435643067804024,0,0,1,1,86.97034635082638
2032.0,8,36.525000000000006,36.45,30.5,39.61081713949093,43.04870896987677,9.430144251183243,0,0,1,1,86.83927039654614
2033.0,8,36.3625,36.15,31.2,39.61057054097837,43.04883442344938,9.424655056527588,0,0,1,1,84.14948775509413
2034.0,8,36.6375,37.35,30.1,39.610323884790915,43.04895616951087,9.419168252066171,0,0,1,1,77.63067097511976
2035.0,8,37.025,37.45,27.6,39.610074812749716,43.04907151348412,9.413682893821353,0,0,1,1,75.90086657148241
2036.0,8,36.5,37.150000000000006,27.3,39.609824637607794,43.04919330086287,9.408193905102944,0,0,1,1,82.78740054729187
2037.0,8,36.224999999999994,36.55,27.9,39.60958105655568,43.049320163219775,9.402714201590308,0,0,1,1,78.5336977625277
2038.0,8,36.0,36.5,27.5,39.60932528304537,43.04943011781224,9.397218863320695,0,0,1,1,83.4934557550754
2039.0,8,36.0125,36.349999999999994,28.0,39.60907614870443,43.04955380827702,9.391731092760892,0,0,1,1,74.52970000341482
2040.0,8,34.325,35.099999999999994,28.3,39.60882002623135,43.04966402360616,9.38623537575728,0,0,1,1,85.46658302765093
2041.0,8,35.6875,35.8,27.3,39.60856710677266,43.04978736399758,9.380735090629509,0,0,1,1,73.82217768147898
2042.0,7,37.199999999999996,38.1,30.3,43.92732121980053,44.88442482731704,16.233784001843073,0,0,0,0,74.79158350988438
2043.0,8,33.5875,33.7,28.3,39.60805484758731,43.05002331976408,9.369743703727268,0,0,1,1,84.64071773891634
2044.0,8,35.5,35.8,28.3,39.60780908422848,43.0501739433229,9.364256612142,0,0,1,1,77.10608346851356
2045.0,8,35.05,36.099999999999994,21.8,39.607554761685805,43.05030853187846,9.358755848183684,0,0,1,1,83.50935142232812
2046.0,7,36.51428571428571,37.2,32.6,43.92931202019954,44.91233369896876,16.259133229478362,0,0,0,0,76.14056498274748
2047.0,8,35.4375,35.9,28.9,39.607052915400956,43.050611574087725,9.34776330249412,0,0,1,1,86.20241357196818
2048.0,8,35.6375,35.7,29.5,39.6068093445292,43.05079698221097,9.342261810040764,0,0,1,1,74.07480710174264
2049.0,8,33.8,34.7,28.0,39.60656625562084,43.050989392363775,9.336763804149689,0,0,1,1,70.5431051526986
2050.0,8,33.625,34.75,26.7,39.60632657237963,43.05119125649384,9.331273238532658,0,0,1,1,78.07916657086943
2051.0,8,34.650000000000006,35.7,26.5,39.606085462439225,43.05140117363531,9.325773802186204,0,0,1,1,93.08904541695657
2052.0,7,35.22857142857143,35.5,27.1,43.93235557001264,44.95440447165689,16.29727324514604,0,0,0,0,88.07945083044626
2053.0,8,35.1375,35.3,27.7,39.60561262485833,43.051829494264624,9.31481683029808,0,0,1,1,76.82973508547235
2054.0,8,35.3625,34.35,29.5,39.60538007701282,43.052075798369266,9.309328335010932,0,0,1,1,74.84953382841522
2055.0,8,36.25,35.75,30.0,39.6051448965815,43.052320178591856,9.3038356297981,0,0,1,1,76.60001469497044
2056.0,8,36.3875,36.0,30.6,39.604921569394186,43.05258782363612,9.298362167637936,0,0,1,1,78.70904967272047
2057.0,8,35.9125,35.35,30.5,39.604692229546416,43.052831167889906,9.292896322239065,0,0,1,1,71.30517115069087
2058.0,8,36.0,35.6,30.7,39.604449986023305,43.05306905849698,9.287399920111197,0,0,1,1,75.42326888294974
2059.0,8,36.55,35.95,30.7,39.60420618329958,43.05330035920255,9.281903343129668,0,0,1,1,78.8483216018718
2060.0,8,36.6,35.7,30.4,39.60397932323703,43.0535722857755,9.276423713275223,0,0,1,1,74.30352863374871
2061.0,8,35.949999999999996,35.3,29.7,39.603744628921234,43.053824830468784,9.270934934861115,0,0,1,1,85.6261970527013
2062.0,7,36.771428571428565,35.5,32.9,43.937523324162434,45.0248068474984,16.360971172642135,0,0,0,0,76.48783970655379
2063.0,7,36.14285714285715,35.3,29.4,43.93803979826135,45.03185019628109,16.36734211552586,0,0,0,0,67.14083088424024
2064.0,7,36.04285714285714,35.6,26.3,43.938551962134646,45.0388910478274,16.373716249849533,0,0,0,0,70.91166503764035
2065.0,7,36.98571428571429,36.0,32.6,43.93906269039418,45.04594303143272,16.38009558904283,0,0,0,0,77.2634484659471
2066.0,7,37.18571428571429,36.2,32.4,43.93957922185442,45.053001474618064,16.386481135615522,0,0,0,0,64.61449601421275
2067.0,7,37.81428571428571,36.6,33.0,43.94009280931365,45.0600544188761,16.392862513722253,0,0,0,0,65.18585355512799
2068.0,7,37.142857142857146,36.9,30.1,43.940605416536236,45.06711869125742,16.39925154763355,0,0,0,0,53.41028423248386
2069.0,7,38.457142857142856,37.2,34.0,43.94111886363858,45.07417160654834,16.405634187638245,0,0,0,0,77.36297600823849
2070.0,7,38.31428571428571,37.7,33.8,43.94162299364871,45.081231103156505,16.41201830291998,0,0,0,0,66.92551547131832
2071.0,7,37.457142857142856,36.1,33.1,43.942137840558196,45.08829486783953,16.418408865392315,0,0,0,0,53.94111167113721
2072.0,7,37.0,35.6,33.1,43.942647281164,45.09535171875083,16.424792331798358,0,0,0,0,66.045976926972
2073.0,7,37.6,36.9,32.8,43.94315619236113,45.10240083822966,16.431170830211315,0,0,0,0,68.3810778549609
2074.0,7,37.91428571428571,37.8,33.1,43.94365596121442,45.109434127020144,16.43753527226048,0,0,0,0,60.28436782402233
2075.0,7,37.128571428571426,38.0,30.8,43.944174477710455,45.11651986497148,16.443942802090966,0,0,0,0,62.10960269595753
2076.0,7,36.642857142857146,38.9,24.5,43.944679102912765,45.12356729400847,16.450315973253726,0,0,0,0,60.98844740831737
2077.0,7,36.300000000000004,38.6,20.9,43.9451828456529,45.13061821873836,16.456692198346005,0,0,0,0,56.07407160371727
2078.0,7,37.699999999999996,39.0,27.6,43.945686371667485,45.13765697233429,16.463057021199507,0,0,0,0,59.91290006785356
2079.0,7,37.885714285714286,38.5,30.2,43.946195839725206,45.14469073835229,16.469415548902795,0,0,0,0,60.85392431809954
2080.0,7,37.800000000000004,38.5,31.7,43.946701096025656,45.151731336298965,16.47577864004166,0,0,0,0,63.28509469533847
2081.0,7,37.27142857142858,37.1,32.4,43.94720783150514,45.15875000438757,16.48212144825857,0,0,0,0,70.64217294035441
2082.0,7,36.6,36.6,30.4,43.94770831355944,45.16576559298153,16.488462811767295,0,0,0,0,73.16728180287424
2083.0,7,36.214285714285715,36.6,29.3,43.94820455020538,45.17275653079003,16.4947849512831,0,0,0,0,73.06543417531375
2084.0,7,37.185714285714276,37.4,30.9,43.94870662413434,45.17977550534495,16.501129573939277,0,0,0,0,62.83199242467995
2085.0,7,36.871428571428574,37.0,31.2,43.94920714854667,45.18678797652895,16.50746811420124,0,0,0,0,72.19087446273447
2086.0,7,37.51428571428572,37.2,33.3,43.949701493500406,45.19378400624358,16.513794201250313,0,0,0,0,67.32530726923703
2087.0,7,37.771428571428565,37.9,33.4,43.950200531376254,45.20079600574247,16.520134776129442,0,0,0,0,69.77615530198632
2088.0,7,37.87142857142857,37.6,33.4,43.95069350351226,45.207794004924736,16.52646268356109,0,0,0,0,70.93486131509677
2089.0,7,37.92857142857143,37.5,33.0,43.9511914920912,45.21479648602036,16.532795173756107,0,0,0,0,75.45499860392933
2090.0,7,37.65714285714285,37.5,32.3,43.95168375221572,45.22179431740832,16.539125274144073,0,0,0,0,63.82101136169301
2091.0,8,35.349999999999994,35.95,25.9,39.596492931231296,43.061503832080234,9.106745022865407,0,0,1,1,74.63778748144833
2092.0,7,36.34285714285714,36.6,24.5,43.952662641119865,45.23579019702022,16.551790292501202,0,0,0,0,99.47260422995896
2093.0,7,36.92857142857143,36.4,27.8,43.953150570387415,45.24277648903392,16.558110600448384,0,0,0,0,68.292913327739
2094.0,7,37.228571428571435,37.2,28.6,43.95363376846448,45.24975514113934,16.56442424158957,0,0,0,0,82.77324038710104
2095.0,7,37.01428571428572,36.9,29.1,43.95412575266264,45.25674605037292,16.570751360284454,0,0,0,0,74.85436913413963
2096.0,7,37.07142857142857,37.8,28.0,43.954613644008305,45.263745787103886,16.577081716398325,0,0,0,0,68.1534072131281
2097.0,7,35.25714285714286,35.8,23.3,43.955106419142616,45.27074313232127,16.583412947383714,0,0,0,0,65.85108865318385
2098.0,7,35.614285714285714,36.2,22.8,43.95559279450062,45.27773624142392,16.58974077050854,0,0,0,0,66.39200569013414
2099.0,7,35.00000000000001,34.3,20.9,43.95607539034348,45.284715510668846,16.59605662767883,0,0,0,0,99.21165822872442
2100.0,8,33.45,35.5,19.3,39.59420579959504,43.063592046918856,9.05775946453069,2,0,1,1,90.81561851626977
2101.0,7,35.41428571428571,35.6,21.0,43.957042273437416,45.29869678918721,16.60870792501476,0,0,0,0,106.15299491348836
2102.0,8,34.425,35.2,22.9,39.59369883373222,43.064063709311945,9.046892826066292,0,0,1,1,101.21435939916974
2103.0,8,35.175,35.55,24.9,39.593433820957394,43.06426614498453,9.041464670231052,0,0,1,1,92.20792338855664
2104.0,8,35.4375,35.6,27.0,39.593185741829956,43.064519028968334,9.03603524036598,0,0,1,1,88.08143296109215
2105.0,8,36.39999999999999,36.349999999999994,29.4,39.59293069009052,43.06476384460296,9.030592149323647,0,0,1,1,90.3918141311359
2106.0,8,35.925,34.650000000000006,30.6,39.592672191510474,43.0649880494925,9.025165365506112,0,0,1,1,90.03460530411522
2107.0,8,35.275,34.849999999999994,28.8,39.59241806586023,43.065236455675326,9.019726323720182,0,0,1,1,93.5774193595371
2108.0,8,35.237500000000004,36.8,20.3,39.59215462020957,43.06545607683021,9.014294143138695,0,0,1,1,104.82480425366956
2109.0,8,35.6625,38.15,25.7,39.59188992986462,43.06567954772703,9.008855868882977,0,0,1,1,96.00868565687637
2110.0,8,35.4375,38.2,22.7,39.591641477033036,43.06594526254797,9.00342581158126,0,0,1,1,92.48209262535217
2111.0,8,34.05,36.6,17.2,39.59138368605717,43.066189796796166,8.997990729569574,1,0,1,1,84.60789114063923
2112.0,7,36.2,38.0,25.4,43.962355180326476,45.37557967296486,16.67826928962569,0,0,0,0,95.97297621280612
2113.0,7,36.0,37.6,25.2,43.96283754316852,45.38257030688138,16.68459486453088,0,0,0,0,95.37805585250368
2114.0,7,37.41428571428571,38.0,25.7,43.96331473149725,45.38957198781882,16.690928165307565,0,0,0,0,98.62916506609132
2115.0,7,36.74285714285714,38.1,25.0,43.963798648080925,45.39658828945421,16.69726881732258,0,0,0,0,102.51547269764158
2116.0,7,36.228571428571435,37.8,23.8,43.96427966825813,45.40358695443669,16.70359884814086,0,0,0,0,88.88840396838758
2117.0,7,36.357142857142854,37.3,22.6,43.9647635123086,45.41060387824041,16.709940482121418,0,0,0,0,91.6500451277744
2118.0,7,37.01428571428571,37.3,24.7,43.965249395769355,45.41761384939987,16.71628131106316,0,0,0,0,75.00445918333139
2119.0,7,37.07142857142857,37.8,23.9,43.96572474574169,45.424616826744064,16.722616570236383,0,0,0,0,84.65357153101786
2120.0,7,36.3,38.4,25.5,43.966205435938136,45.431638473831015,16.728963477145616,0,0,0,0,92.67527056011056
2121.0,7,35.957142857142856,38.5,22.9,43.96668979444253,45.43865778564656,16.73530965705946,0,0,0,0,89.42573234026874
2122.0,7,35.27142857142858,37.4,24.9,43.96716984121418,45.44567455419508,16.74165462662031,0,0,0,0,110.02391234693324
2123.0,7,34.97142857142857,36.2,25.1,43.96764581429187,45.45269891029744,16.748004616371855,0,0,0,0,79.00332428897946
2124.0,7,35.41428571428571,37.1,24.6,43.96812912458942,45.459719626448674,16.754353474361928,0,0,0,0,102.4300730982922
2125.0,7,36.542857142857144,37.5,28.1,43.96860723221475,45.46673915179308,16.76070075200681,0,0,0,0,89.81280174272159
2126.0,7,36.871428571428574,37.0,28.8,43.96908837180234,45.47376176623885,16.767051437756432,0,0,0,0,81.16171580805688
2127.0,7,36.98571428571428,36.9,28.2,43.969562785352494,45.48078081435553,16.77339823334795,0,0,0,0,96.4172492892565
2128.0,7,36.92857142857143,37.6,28.1,43.970042287948864,45.487806966568925,16.779753503653204,0,0,0,0,81.11054418619406
2129.0,7,37.699999999999996,38.2,30.0,43.97051397173067,45.494835823449655,16.78610863580273,0,0,0,0,85.26890153466623
2130.0,7,36.214285714285715,37.2,26.0,43.97099177383736,45.50187815709721,16.79247322665292,0,0,0,0,87.09498843150082
2131.0,7,36.55714285714286,36.9,25.2,43.97146683003758,45.50891277622314,16.798834537924055,0,0,0,0,81.08264125051579
2132.0,7,36.82857142857143,37.3,25.5,43.97194136720157,45.51594711618552,16.805194306381818,0,0,0,0,68.81949033492029
2133.0,7,36.385714285714286,36.6,26.2,43.97241549233553,45.52297959383458,16.811556297252654,0,0,0,0,87.51042526863151
2134.0,7,37.2,37.7,29.7,43.972889505035944,45.5300318366722,16.81792942376965,0,0,0,0,79.07998408704876
2135.0,7,37.55714285714286,38.5,31.8,43.973362843964345,45.53707151497032,16.82429451245932,0,0,0,0,90.57348275641414
2136.0,7,37.91428571428571,38.7,32.2,43.973829190999844,45.54409937258836,16.830647000108353,0,0,0,0,80.55792660233591
2137.0,7,37.771428571428565,38.1,32.5,43.97430480909441,45.551151697558666,16.837021802470183,0,0,0,0,71.66268752607402
2138.0,7,38.42857142857143,37.9,33.2,43.974776432780665,45.55819224115149,16.84338728323829,0,0,0,0,73.00437102620026
2139.0,7,38.0,37.4,33.0,43.975239666923414,45.56521587433938,16.849739164838304,0,0,0,0,74.90783832230542
2140.0,7,37.9,37.3,32.8,43.97571035038241,45.57225276666137,16.85609770556772,0,0,0,0,92.07479953887044
2141.0,8,35.8375,36.75,25.9,39.583475093111076,43.07426672868715,8.834561749725953,0,0,1,1,102.04948775399146
2142.0,7,37.01428571428572,36.8,30.6,43.9766459198186,45.58630507319694,16.86880032915604,0,0,0,0,100.47616379104656
2143.0,7,36.98571428571428,36.7,30.9,43.977107961729835,45.59331450677418,16.875140780868254,0,0,0,0,100.70430711719222
2144.0,7,37.12857142857143,36.7,31.8,43.977568071396774,45.60033072106968,16.881485077516995,0,0,0,0,83.10154297334716
2145.0,8,36.3375,36.8,29.0,39.58237812166297,43.07534328198319,8.812783264860682,0,0,1,1,99.715022238458
2146.0,8,36.212500000000006,36.650000000000006,28.8,39.582100320131104,43.07560168842941,8.807342198374588,0,0,1,1,116.0069591984045
2147.0,7,37.32857142857143,37.2,31.2,43.978951505261016,45.62135063537691,16.90049250923275,0,0,0,0,86.9457641348731
2148.0,7,37.9,37.5,32.1,43.979414071088016,45.62836481733095,16.906834790998634,0,0,0,0,91.05383988394496
2149.0,7,38.199999999999996,37.5,32.7,43.97986950696604,45.63536154869316,16.91316378516102,0,0,0,0,97.48983684391123
2150.0,8,36.075,37.9,19.2,39.58099313556597,43.076641454629396,8.785612045863314,1,0,1,1,86.63186073521103
2151.0,7,38.3,37.9,33.3,43.980783637089964,45.64935674945773,16.925820912650725,0,0,0,0,91.83013241221416
2152.0,7,37.60000000000001,36.7,32.0,43.981245294490506,45.65635549625639,16.93215039545628,0,0,0,0,92.92178737463388
2153.0,7,37.68571428571429,37.5,32.5,43.98169787724815,45.66335477882009,16.938480688001007,0,0,0,0,97.6633986710162
2154.0,7,37.528571428571425,37.2,32.0,43.98215433551754,45.67034978888988,16.944808333103364,0,0,0,0,93.83993529340913
2155.0,7,37.62857142857143,37.1,31.8,43.98261128293167,45.67735298431939,16.95114124469682,0,0,0,0,93.81382359676616
2156.0,7,37.91428571428571,37.4,32.8,43.983063643574134,45.684336949067465,16.957460695487175,0,0,0,0,99.10592346855398
2157.0,8,34.699999999999996,36.5,17.9,39.579021340274366,43.07840221221553,8.747603356051961,1,0,1,1,106.4977297650472
2158.0,7,37.7,37.7,32.1,43.98396060592227,45.69831701092748,16.970111066290627,0,0,0,0,103.54322326889478
2159.0,7,38.01428571428572,37.5,32.1,43.984416250964486,45.70533263703375,16.97645561139448,0,0,0,0,107.9549131494416
2160.0,7,38.57142857142857,37.8,32.6,43.98485553532904,45.71228411564796,16.9827441874005,0,0,0,0,116.5709162178724
2161.0,7,38.142857142857146,38.5,32.6,43.98530449486755,45.71928410875069,16.989078208601907,0,0,0,0,105.50041851130857
2162.0,7,37.771428571428565,37.2,32.3,43.985770678032914,45.72632152160806,16.995439332582915,0,0,0,0,110.46924598685158
2163.0,7,37.18571428571429,36.9,31.6,43.98620621039619,45.733292507829375,17.001747196735064,0,0,0,0,108.09805459944144
2164.0,7,37.25714285714286,36.8,31.5,43.98665967058527,45.74028206348239,17.008071555192114,0,0,0,0,101.9380593641926
2165.0,7,37.42857142857143,37.6,31.3,43.98710718045191,45.74727446666098,17.01439606819445,0,0,0,0,105.13307461820868
2166.0,7,37.98571428571428,37.8,32.7,43.98755223461944,45.75426288902982,17.020721805832167,0,0,0,0,106.26184840090676
2167.0,8,35.3875,36.849999999999994,20.0,39.57616768063229,43.0809415069934,8.693330015003195,0,0,1,1,93.73579103804454
2168.0,8,35.537499999999994,37.0,18.9,39.57587745842108,43.08118611354649,8.687908479808607,1,0,1,1,80.15858032339852
2169.0,8,36.16250000000001,36.150000000000006,26.4,39.575594293443416,43.081449932395984,8.682480605827351,0,0,1,1,111.08025636452896
2170.0,8,36.325,36.150000000000006,29.2,39.57529858134187,43.08170455992408,8.677031203153682,0,0,1,1,112.17596259667772
2171.0,8,34.8125,34.9,25.1,39.57500622329985,43.08194675300895,8.671600571643054,0,0,1,1,116.36337866005792
2172.0,8,35.6375,33.8,30.3,39.57470833743076,43.082188150755535,8.666157451422473,0,0,1,1,115.802536852147
2173.0,8,35.4875,34.25,30.4,39.5744059810297,43.08241794116418,8.660708072915906,0,0,1,1,123.21881283473654
2174.0,8,34.1125,33.85,28.3,39.57410672129353,43.08265140908942,8.655266698881183,0,0,1,1,122.96495936558492
2175.0,8,35.55,35.5,30.1,39.573803208572144,43.08288313456789,8.649810955512892,0,0,1,1,128.3109085697396
2176.0,8,34.7625,35.1,29.1,39.5734966222681,43.08309798753859,8.644357151900037,0,0,1,1,124.210083698205
2177.0,8,36.225,37.25,31.1,39.57319429337171,43.0833292881896,8.638905823423375,0,0,1,1,119.61909709346727
2178.0,8,35.65,36.3,29.8,39.57288350801587,43.08354266276261,8.633442360460993,0,0,1,1,126.76423783632724
2179.0,8,35.4,36.8,26.4,39.572569271878265,43.08374511099696,8.62797451927809,0,0,1,1,131.4725291650673
2180.0,8,35.6875,37.349999999999994,28.9,39.57226192141538,43.08396327429105,8.622518341964154,0,0,1,1,126.11785237334732
2181.0,8,35.849999999999994,36.45,31.3,39.571946226723455,43.08414739230558,8.617060637776165,0,0,1,1,137.14056473884878
2182.0,8,35.7125,36.4,31.2,39.571631902286,43.08434963778383,8.611596810845626,0,0,1,1,134.1336213348075
2183.0,8,35.1375,35.2,31.6,39.57131609350533,43.08454570485223,8.606138362482621,0,0,1,1,133.74635740713623
2184.0,8,35.4625,34.95,31.1,39.5709923420953,43.084714526244056,8.600676337933509,0,0,1,1,132.07292868851425
2185.0,8,35.8625,35.55,31.1,39.57067028445016,43.084890102893354,8.595217058679003,0,0,1,1,139.43158201222627
2186.0,8,35.55,35.150000000000006,29.4,39.57035303829706,43.08506408410117,8.58977277576163,0,0,1,1,141.19636806630425
2187.0,8,35.2875,35.5,27.7,39.57002580096672,43.08521907669292,8.584318035878468,0,0,1,1,137.28206084611287
2188.0,8,35.574999999999996,36.7,23.7,39.56970127158148,43.08538275473484,8.578865966794408,0,0,1,1,136.77240099995836
2189.0,8,36.462500000000006,38.1,25.3,39.56936916595561,43.08552487018078,8.573414629577286,0,0,1,1,144.56063792340876
2190.0,8,36.7875,38.099999999999994,26.2,39.569037458536165,43.08566619864932,8.567962541862883,0,0,1,1,143.90966406009298
2191.0,8,36.0125,37.3,25.4,39.56871042855478,43.08581552426428,8.562519402041064,0,0,1,1,142.81342592820778
2192.0,8,35.2375,36.3,26.4,39.56838177221209,43.085946818921315,8.557087933321517,0,0,1,1,156.3874320838325
2193.0,8,34.025000000000006,35.3,25.5,39.568049150673495,43.08607257919482,8.551650333730189,0,0,1,1,147.79273134726012
2194.0,8,33.974999999999994,36.2,24.9,39.567718287892916,43.086211185722846,8.546209330238558,0,0,1,1,140.88989122371314
2195.0,8,32.925,35.45,22.4,39.56738316797153,43.08632857287627,8.540775991367594,0,0,1,1,142.29458407528327
2196.0,8,33.837500000000006,34.75,25.6,39.56704012420941,43.08643201405364,8.535327030167485,0,0,1,1,149.90841079679467
2197.0,8,33.2375,34.65,24.9,39.5667026513437,43.08654051878147,8.529899182914486,0,0,1,1,139.06179338358982
2198.0,8,33.3375,35.55,23.4,39.566359028037155,43.08664738987096,8.524448085931594,0,0,1,1,150.99769074242562
2199.0,8,33.5375,36.150000000000006,24.6,39.56602434832129,43.08676481915249,8.519016214965301,0,0,1,1,141.19943003444385
2200.0,8,34.0625,37.150000000000006,22.8,39.56568058993596,43.08686447176751,8.513573879887037,0,0,1,1,147.04394647526553
2201.0,8,34.45,37.349999999999994,24.6,39.565337032484734,43.0869709463029,8.508125737645392,0,0,1,1,148.1642921804268
2202.0,8,34.2375,36.5,24.4,39.5649882331068,43.08707160053342,8.502669356700046,0,0,1,1,158.87874801261896
2203.0,8,33.475,36.65,23.2,39.564642942946904,43.087171604263546,8.497224580289089,0,0,1,1,139.6282380819574
2204.0,7,34.34285714285715,38.4,19.3,44.0032331753521,46.018750717062495,17.26085848424856,1,0,0,0,148.85524720607225
2205.0,8,34.212500000000006,36.7,23.0,39.5639520567059,43.08738761483181,8.48631703427545,0,0,1,1,149.10375118461062
2206.0,7,35.34285714285714,38.7,22.6,44.00400256246193,46.03260018331277,17.273472598135506,0,0,0,0,141.03467891265578
2207.0,7,35.67142857142857,38.8,26.1,44.00437872616142,46.03952825104182,17.2797810694216,0,0,0,0,141.316254968003
2208.0,7,35.44285714285714,38.8,23.8,44.004765566742385,46.04646514155837,17.28609539796174,0,0,0,0,147.83239791616873
2209.0,7,35.142857142857146,38.4,24.8,44.00513919284548,46.0533716706892,17.292389823447763,0,0,0,0,145.68862917223808
2210.0,7,35.800000000000004,38.7,26.3,44.00551998748032,46.06028802603378,17.298688783981138,0,0,0,0,144.49510283236927
2211.0,7,35.25714285714285,37.5,22.9,44.005898826149995,46.06722534417297,17.305006618002036,0,0,0,0,151.77057932879418
2212.0,7,35.528571428571425,37.1,23.9,44.00627470083214,46.07415790523182,17.311319293233744,0,0,0,0,150.52793373358796
2213.0,6,37.18333333333334,37.9,30.8,47.83352663125388,49.93441240703417,17.3176483009773,0,0,0,0,136.26079849819928
